config,mode,T_kv,B,pipeline,n_runs,mean_ms,std_ms,min_ms,max_ms,median_ms,p5_ms,p95_ms,mean_tps,cv_pct
qwen25_05b,prefill,4096,2,P0,10,0.449,0.0034,0.4455,0.4567,0.4497,0.4455,0.4567,18244988.9,0.76
qwen25_05b,prefill,4096,2,P1,10,0.673,0.0145,0.6537,0.6994,0.6697,0.6537,0.6994,12172362.6,2.16
qwen25_05b,prefill,4096,2,P5,10,0.6713,0.0113,0.6574,0.6966,0.6724,0.6574,0.6966,12203187.8,1.69
qwen25_05b,prefill,4096,4,P0,10,0.8787,0.0033,0.8715,0.8842,0.8789,0.8715,0.8842,18645726.6,0.38
qwen25_05b,prefill,4096,4,P1,10,1.1001,0.0123,1.0874,1.1276,1.0988,1.0874,1.1276,14893191.5,1.12
qwen25_05b,prefill,4096,4,P5,10,1.0972,0.012,1.0877,1.1259,1.0923,1.0877,1.1259,14932555.6,1.09
qwen25_05b,prefill,4096,8,P0,10,1.7143,0.0046,1.711,1.725,1.7129,1.711,1.725,19114507.4,0.27
qwen25_05b,prefill,4096,8,P1,10,1.94,0.0129,1.9227,1.9572,1.9416,1.9227,1.9572,16890721.6,0.67
qwen25_05b,prefill,4096,8,P5,10,1.9345,0.0117,1.9232,1.9549,1.9296,1.9232,1.9549,16938743.9,0.6
qwen25_05b,prefill,4096,16,P0,10,3.2741,0.005,3.2702,3.2879,3.2732,3.2702,3.2879,20016493.1,0.15
qwen25_05b,prefill,4096,16,P1,10,3.5172,0.0072,3.5121,3.5368,3.5151,3.5121,3.5368,18633003.5,0.2
qwen25_05b,prefill,4096,16,P5,10,3.5212,0.0111,3.5088,3.5401,3.5261,3.5088,3.5401,18611836.9,0.31
qwen25_05b,prefill,4096,32,P0,10,6.4582,0.0533,6.3995,6.5771,6.4568,6.3995,6.5771,20295438.4,0.83
qwen25_05b,prefill,4096,32,P1,10,6.9024,0.008,6.8942,6.9214,6.9011,6.8942,6.9214,18989337.0,0.12
qwen25_05b,prefill,4096,32,P5,10,6.9034,0.0101,6.8932,6.9238,6.9,6.8932,6.9238,18986586.3,0.15
qwen25_05b,prefill,8192,1,P0,10,0.8353,0.0081,0.8278,0.8561,0.833,0.8278,0.8561,9807254.9,0.97
qwen25_05b,prefill,8192,1,P1,10,1.0468,0.0047,1.0408,1.0553,1.0457,1.0408,1.0553,7825754.7,0.45
qwen25_05b,prefill,8192,1,P5,10,1.0518,0.0117,1.0394,1.0673,1.0496,1.0394,1.0673,7788553.0,1.11
qwen25_05b,prefill,8192,2,P0,10,1.6022,0.0034,1.5972,1.6076,1.6027,1.5972,1.6076,10225939.3,0.21
qwen25_05b,prefill,8192,2,P1,10,1.8264,0.012,1.8108,1.8432,1.8278,1.8108,1.8432,8970652.7,0.66
qwen25_05b,prefill,8192,2,P5,10,1.8258,0.0181,1.8086,1.858,1.8166,1.8086,1.858,8973600.6,0.99
qwen25_05b,prefill,8192,4,P0,10,3.1483,0.0044,3.1428,3.1582,3.1475,3.1428,3.1582,10408156.8,0.14
qwen25_05b,prefill,8192,4,P1,10,3.4201,0.0157,3.4063,3.4472,3.4123,3.4063,3.4472,9581006.4,0.46
qwen25_05b,prefill,8192,4,P5,10,3.4367,0.0591,3.4076,3.602,3.4253,3.4076,3.602,9534728.1,1.72
qwen25_05b,prefill,8192,8,P0,10,6.3219,0.0789,6.2266,6.419,6.3575,6.2266,6.419,10366503.7,1.25
qwen25_05b,prefill,8192,8,P1,10,6.5568,0.0282,6.5282,6.6074,6.5546,6.5282,6.6074,9995119.6,0.43
qwen25_05b,prefill,8192,8,P5,10,6.4897,0.0202,6.4694,6.537,6.4924,6.4694,6.537,10098463.7,0.31
qwen25_05b,prefill,8192,16,P0,10,12.3798,0.0798,12.2924,12.5144,12.4061,12.2924,12.5144,10587570.1,0.64
qwen25_05b,prefill,8192,16,P1,10,12.788,0.0489,12.7506,12.8923,12.7651,12.7506,12.8923,10249609.0,0.38
qwen25_05b,prefill,8192,16,P5,10,13.8822,0.327,13.3906,14.221,13.9785,13.3906,14.221,9441731.1,2.36
qwen25_05b,prefill,8192,32,P0,10,25.773,0.4772,25.359,26.7491,25.5775,25.359,26.7491,10171264.5,1.85
qwen25_05b,prefill,8192,32,P1,10,25.6904,0.1356,25.4644,25.8434,25.7871,25.4644,25.8434,10203967.2,0.53
qwen25_05b,prefill,8192,32,P5,10,27.8031,1.0943,26.317,29.4351,27.8834,26.317,29.4351,9428588.9,3.94
qwen25_05b,prefill,16384,1,P0,10,3.1385,0.0054,3.1331,3.1486,3.1366,3.1331,3.1486,5220328.2,0.17
qwen25_05b,prefill,16384,1,P1,10,3.3524,0.0102,3.3382,3.3768,3.3511,3.3382,3.3768,4887245.0,0.3
qwen25_05b,prefill,16384,1,P5,10,3.3586,0.0134,3.3462,3.3823,3.3529,3.3462,3.3823,4878223.1,0.4
qwen25_05b,prefill,16384,2,P0,10,6.1793,0.0473,6.115,6.265,6.162,6.115,6.265,5302866.0,0.77
qwen25_05b,prefill,16384,2,P1,10,6.4431,0.02,6.4278,6.4754,6.4327,6.4278,6.4754,5085750.6,0.31
qwen25_05b,prefill,16384,2,P5,10,6.5229,0.3037,6.3812,7.3838,6.4326,6.3812,7.3838,5023532.5,4.66
qwen25_05b,prefill,16384,4,P0,10,12.1991,0.0627,12.092,12.2707,12.2253,12.092,12.2707,5372199.6,0.51
qwen25_05b,prefill,16384,4,P1,10,12.4207,0.0557,12.3911,12.5752,12.403,12.3911,12.5752,5276353.2,0.45
qwen25_05b,prefill,16384,4,P5,10,13.2737,0.4742,12.508,13.8296,13.4629,12.508,13.8296,4937282.0,3.57
qwen25_05b,prefill,16384,8,P0,10,24.9288,0.4231,24.5332,25.6029,24.7603,24.5332,25.6029,5257854.4,1.7
qwen25_05b,prefill,16384,8,P1,10,25.0519,0.4691,24.6914,26.2019,24.8641,24.6914,26.2019,5232018.3,1.87
qwen25_05b,prefill,16384,8,P5,10,26.2615,1.029,24.9223,27.8897,26.5782,24.9223,27.8897,4991032.5,3.92
qwen25_05b,prefill,32768,1,P0,10,12.3524,0.095,12.2392,12.4528,12.3795,12.2392,12.4528,2652763.8,0.77
qwen25_05b,prefill,32768,1,P1,10,12.7596,0.1556,12.5757,12.9998,12.7878,12.5757,12.9998,2568105.6,1.22
qwen25_05b,prefill,32768,1,P5,10,12.6318,0.0533,12.5773,12.7187,12.6349,12.5773,12.7187,2594087.9,0.42
qwen25_05b,prefill,32768,2,P0,10,24.7237,0.6178,24.0117,25.7287,24.5041,24.0117,25.7287,2650735.9,2.5
qwen25_05b,prefill,32768,2,P1,10,25.1961,0.5984,24.8248,26.4973,24.8987,24.8248,26.4973,2601037.5,2.37
qwen25_05b,prefill,32768,2,P5,10,25.5932,0.6654,24.8523,26.6959,25.4934,24.8523,26.6959,2560680.2,2.6
qwen25_1.8b,decode,512,1,P0,10,0.0506,0.0075,0.0465,0.0718,0.0485,0.0465,0.0718,19762.8,14.9
qwen25_1.8b,decode,512,1,P1,10,0.2766,0.0186,0.2602,0.3073,0.2709,0.2602,0.3073,3615.3,6.73
qwen25_1.8b,decode,512,1,P3,10,0.0538,0.0099,0.0494,0.0817,0.0503,0.0494,0.0817,18587.4,18.38
qwen25_1.8b,decode,512,1,P5,10,0.0499,0.0006,0.0492,0.0512,0.0498,0.0492,0.0512,20040.1,1.3
qwen25_1.8b,decode,512,2,P0,10,0.0478,0.0027,0.0458,0.055,0.0472,0.0458,0.055,41841.0,5.56
qwen25_1.8b,decode,512,2,P1,10,0.2763,0.0205,0.2603,0.3099,0.2672,0.2603,0.3099,7238.5,7.4
qwen25_1.8b,decode,512,2,P3,10,0.0529,0.0031,0.0505,0.06,0.0516,0.0505,0.06,37807.2,5.94
qwen25_1.8b,decode,512,2,P5,10,0.0525,0.0067,0.0496,0.0716,0.0502,0.0496,0.0716,38095.2,12.85
qwen25_1.8b,decode,512,4,P0,10,0.0541,0.0101,0.0483,0.0819,0.0503,0.0483,0.0819,73937.2,18.69
qwen25_1.8b,decode,512,4,P1,10,0.2755,0.0166,0.2592,0.3057,0.2708,0.2592,0.3057,14519.1,6.04
qwen25_1.8b,decode,512,4,P3,10,0.0511,0.0015,0.0493,0.0536,0.0507,0.0493,0.0536,78277.9,2.96
qwen25_1.8b,decode,512,4,P5,10,0.0506,0.0027,0.0489,0.0572,0.0495,0.0489,0.0572,79051.4,5.37
qwen25_1.8b,decode,512,8,P0,10,0.0717,0.0008,0.0705,0.0733,0.0716,0.0705,0.0733,111576.0,1.1
qwen25_1.8b,decode,512,8,P1,10,0.283,0.0192,0.2675,0.3218,0.2757,0.2675,0.3218,28268.6,6.78
qwen25_1.8b,decode,512,8,P3,10,0.0541,0.0069,0.05,0.0721,0.0509,0.05,0.0721,147874.3,12.79
qwen25_1.8b,decode,512,8,P5,10,0.053,0.0083,0.0495,0.0764,0.0503,0.0495,0.0764,150943.4,15.67
qwen25_1.8b,decode,512,16,P0,10,0.1255,0.004,0.1222,0.135,0.1246,0.1222,0.135,127490.0,3.17
qwen25_1.8b,decode,512,16,P1,10,0.3388,0.0203,0.3219,0.3782,0.3292,0.3219,0.3782,47225.5,6.0
qwen25_1.8b,decode,512,16,P3,10,0.0598,0.0065,0.0553,0.0764,0.0576,0.0553,0.0764,267558.5,10.91
qwen25_1.8b,decode,512,16,P5,10,0.0566,0.0016,0.0553,0.0606,0.0561,0.0553,0.0606,282685.5,2.89
qwen25_1.8b,decode,512,32,P0,10,0.2233,0.0025,0.2211,0.2291,0.2225,0.2211,0.2291,143305.0,1.13
qwen25_1.8b,decode,512,32,P1,10,0.4397,0.0161,0.422,0.4697,0.4386,0.422,0.4697,72776.9,3.66
qwen25_1.8b,decode,512,32,P3,10,0.0845,0.0096,0.0796,0.1117,0.0817,0.0796,0.1117,378698.2,11.41
qwen25_1.8b,decode,512,32,P5,10,0.0822,0.0071,0.0791,0.1022,0.0796,0.0791,0.1022,389294.4,8.66
qwen25_1.8b,decode,512,64,P0,10,0.4211,0.0025,0.4183,0.4272,0.4205,0.4183,0.4272,151982.9,0.6
qwen25_1.8b,decode,512,64,P1,10,0.6648,0.0047,0.6583,0.6728,0.6658,0.6583,0.6728,96269.6,0.7
qwen25_1.8b,decode,512,64,P3,10,0.1295,0.0024,0.1271,0.1339,0.1284,0.1271,0.1339,494208.5,1.82
qwen25_1.8b,decode,512,64,P5,10,0.1312,0.0073,0.1268,0.1504,0.1286,0.1268,0.1504,487804.9,5.53
qwen25_1.8b,decode,512,128,P0,10,0.8134,0.0066,0.8062,0.8253,0.8124,0.8062,0.8253,157364.2,0.81
qwen25_1.8b,decode,512,128,P1,10,1.2583,0.0041,1.2537,1.2689,1.2573,1.2537,1.2689,101724.5,0.32
qwen25_1.8b,decode,512,128,P3,10,0.2281,0.0066,0.224,0.2461,0.2266,0.224,0.2461,561157.4,2.9
qwen25_1.8b,decode,512,128,P5,10,0.2287,0.0063,0.2226,0.2394,0.228,0.2226,0.2394,559685.2,2.73
qwen25_1.8b,decode,1024,1,P0,10,0.0546,0.0101,0.0486,0.0807,0.0502,0.0486,0.0807,18315.0,18.55
qwen25_1.8b,decode,1024,1,P1,10,0.2794,0.0189,0.2614,0.3152,0.2722,0.2614,0.3152,3579.1,6.78
qwen25_1.8b,decode,1024,1,P3,10,0.0725,0.0043,0.069,0.0832,0.0708,0.069,0.0832,13793.1,6.0
qwen25_1.8b,decode,1024,1,P5,10,0.0711,0.0037,0.0692,0.0804,0.0697,0.0692,0.0804,14064.7,5.18
qwen25_1.8b,decode,1024,2,P0,10,0.0549,0.0102,0.0494,0.083,0.0512,0.0494,0.083,36429.9,18.56
qwen25_1.8b,decode,1024,2,P1,10,0.2769,0.0179,0.2595,0.3044,0.273,0.2595,0.3044,7222.8,6.48
qwen25_1.8b,decode,1024,2,P3,10,0.0718,0.0027,0.0701,0.0791,0.0709,0.0701,0.0791,27855.2,3.77
qwen25_1.8b,decode,1024,2,P5,10,0.0719,0.0034,0.0694,0.0791,0.071,0.0694,0.0791,27816.4,4.67
qwen25_1.8b,decode,1024,4,P0,10,0.0743,0.0071,0.071,0.0945,0.0721,0.071,0.0945,53835.8,9.62
qwen25_1.8b,decode,1024,4,P1,10,0.2836,0.0164,0.2696,0.3109,0.2764,0.2696,0.3109,14104.4,5.78
qwen25_1.8b,decode,1024,4,P3,10,0.0745,0.008,0.0703,0.0963,0.0709,0.0703,0.0963,53691.3,10.72
qwen25_1.8b,decode,1024,4,P5,10,0.0722,0.0039,0.0696,0.0825,0.0709,0.0696,0.0825,55401.7,5.47
qwen25_1.8b,decode,1024,8,P0,10,0.1231,0.0016,0.1217,0.1265,0.1226,0.1217,0.1265,64987.8,1.28
qwen25_1.8b,decode,1024,8,P1,10,0.3365,0.0206,0.3202,0.3698,0.3251,0.3202,0.3698,23774.1,6.13
qwen25_1.8b,decode,1024,8,P3,10,0.0716,0.0011,0.0699,0.0736,0.0717,0.0699,0.0736,111731.8,1.48
qwen25_1.8b,decode,1024,8,P5,10,0.0703,0.0004,0.0698,0.0708,0.0702,0.0698,0.0708,113798.0,0.52
qwen25_1.8b,decode,1024,16,P0,10,0.2208,0.0025,0.2182,0.2245,0.2206,0.2182,0.2245,72463.8,1.13
qwen25_1.8b,decode,1024,16,P1,10,0.4331,0.0166,0.4213,0.4631,0.4227,0.4213,0.4631,36943.0,3.82
qwen25_1.8b,decode,1024,16,P3,10,0.0816,0.002,0.0799,0.0866,0.0815,0.0799,0.0866,196078.4,2.45
qwen25_1.8b,decode,1024,16,P5,10,0.0802,0.0015,0.0792,0.0842,0.0797,0.0792,0.0842,199501.2,1.85
qwen25_1.8b,decode,1024,32,P0,10,0.4133,0.0028,0.4105,0.4198,0.4139,0.4105,0.4198,77425.6,0.68
qwen25_1.8b,decode,1024,32,P1,10,0.6611,0.0115,0.6472,0.6791,0.6588,0.6472,0.6791,48404.2,1.74
qwen25_1.8b,decode,1024,32,P3,10,0.13,0.0038,0.1267,0.1368,0.1289,0.1267,0.1368,246153.8,2.93
qwen25_1.8b,decode,1024,32,P5,10,0.1282,0.0027,0.1263,0.1335,0.1274,0.1263,0.1335,249610.0,2.11
qwen25_1.8b,decode,1024,64,P0,10,0.7953,0.0035,0.7905,0.8027,0.7954,0.7905,0.8027,80472.8,0.43
qwen25_1.8b,decode,1024,64,P1,10,1.2456,0.0091,1.2381,1.2664,1.2433,1.2381,1.2664,51380.9,0.73
qwen25_1.8b,decode,1024,64,P3,10,0.223,0.0037,0.2197,0.2313,0.2237,0.2197,0.2313,286995.5,1.65
qwen25_1.8b,decode,1024,64,P5,10,0.2218,0.0024,0.2194,0.226,0.2211,0.2194,0.226,288548.2,1.1
qwen25_1.8b,decode,1024,128,P0,10,1.5451,0.0044,1.5415,1.5549,1.544,1.5415,1.5549,82842.5,0.29
qwen25_1.8b,decode,1024,128,P1,10,2.4146,0.0066,2.4093,2.431,2.4123,2.4093,2.431,53010.9,0.27
qwen25_1.8b,decode,1024,128,P3,10,0.463,0.0053,0.4561,0.4733,0.4633,0.4561,0.4733,276457.9,1.14
qwen25_1.8b,decode,1024,128,P5,10,0.4613,0.0029,0.4578,0.4656,0.4618,0.4578,0.4656,277476.7,0.63
qwen25_1.8b,decode,2048,1,P0,10,0.0535,0.0018,0.0517,0.0577,0.0537,0.0517,0.0577,18691.6,3.31
qwen25_1.8b,decode,2048,1,P1,10,0.2763,0.0172,0.261,0.3045,0.2711,0.261,0.3045,3619.3,6.21
qwen25_1.8b,decode,2048,1,P3,10,0.1133,0.0082,0.108,0.1347,0.1111,0.108,0.1347,8826.1,7.21
qwen25_1.8b,decode,2048,1,P5,10,0.1102,0.0045,0.1081,0.1224,0.1084,0.1081,0.1224,9074.4,4.06
qwen25_1.8b,decode,2048,2,P0,10,0.0742,0.005,0.0717,0.0883,0.0725,0.0717,0.0883,26954.2,6.75
qwen25_1.8b,decode,2048,2,P1,10,0.2807,0.0132,0.2707,0.3123,0.2737,0.2707,0.3123,7125.0,4.72
qwen25_1.8b,decode,2048,2,P3,10,0.168,0.175,0.1091,0.6659,0.1127,0.1091,0.6659,11904.8,104.16
qwen25_1.8b,decode,2048,2,P5,10,0.1096,0.002,0.1081,0.1149,0.1095,0.1081,0.1149,18248.2,1.78
qwen25_1.8b,decode,2048,4,P0,10,0.1216,0.0022,0.1199,0.1274,0.1212,0.1199,0.1274,32894.7,1.82
qwen25_1.8b,decode,2048,4,P1,10,0.3355,0.0151,0.3213,0.3617,0.3276,0.3213,0.3617,11922.5,4.51
qwen25_1.8b,decode,2048,4,P3,10,0.1108,0.0022,0.1088,0.115,0.1097,0.1088,0.115,36101.1,1.97
qwen25_1.8b,decode,2048,4,P5,10,0.1096,0.0017,0.1084,0.1143,0.1093,0.1084,0.1143,36496.4,1.52
qwen25_1.8b,decode,2048,8,P0,10,0.2141,0.0028,0.2114,0.2196,0.2135,0.2114,0.2196,37365.7,1.32
qwen25_1.8b,decode,2048,8,P1,10,0.4274,0.0122,0.4141,0.4505,0.4254,0.4141,0.4505,18717.8,2.85
qwen25_1.8b,decode,2048,8,P3,10,0.1115,0.0038,0.1089,0.1213,0.1099,0.1089,0.1213,71748.9,3.42
qwen25_1.8b,decode,2048,8,P5,10,0.1095,0.0014,0.1085,0.1132,0.1092,0.1085,0.1132,73059.4,1.24
